Unique ID,Post,Labels Set
4428,"Daughters will not forgive you Sanjay ji '' - @KanganaTeam

#KangnaRanaut

https://t.co/qa3qf30ggx",non-hostile
4429,"Look carefully, it is not reading Namaz for the purpose of rioting, there is also a place on the side of the road, but in the middle of the moving traffic, this Muslim is offering Namaz or is asking others that no one can spoil me. Will go and Modi ji is trying to win his trust",fake
4430,"Raghuram Rajan warns the government, worsening 23.9 percent decline in GDP
#GDPGrowth #RaghuramRajan @nsitharaman
https://t.co/Zn96uv69aS",non-hostile
4431,Moin Ali scored the most runs for England https://t.co/ww26gAqCE5 #ENGvsPAK,non-hostile
4432,@shalabhmani Yogi Babaji! Meet the demand of this bastard soon. It is an enlarged betel that is chewing in the mouth. It is good to throw this rotten paan in a dirty drain.,offensive
4433,"Tejashwi Yadav attacked Nitish Kumar over unemployment, said-

@ kumarprakash4u report want to cheat the youth by confusing

https://t.co/qcu4P4KYOX",non-hostile
4434,"Regular passenger train services are suspended due to Corona, the Ministry of Railways is considering this. #Railway
https://t.co/0Yy8VLZhtr",non-hostile
4435,"India repeats what China did to the north of Pangong Lake, just south of https://t.co/QVO5iiOpX1 via @NavbharatTimes

#IndiaChinaFaceOff",non-hostile
4436,"# Mumbai Film Actor Naseeruddin Shah Sick.
Nasiruddin Shah's health deteriorated. Naseeruddin Shah admitted to hospital.
Nasiruddin Shah has been ill for many days.
@RahulGandhi @LambaAlka @INCIndia @ahmedpatel @priyankagandhi @mfaisalpatel @ ashokgehlot51 @ riyashukla2507 @RiituS @ AkhterH007007",fake
4437,Will the case of Babli who do such activities in the temple be like a tabliagi Jamaat. Drinking chillum in the temple caused 300 people to die. The dock media is silent as it specializes in flattery and sycophancy !!,"fake, hate"
4438,"#Unnao In 2 sides the fighting took place in a dispute between children, one person was injured on both sides, both sides the case of Tawheer in Kotwali, Mavai Bramhanan village of Safipur. @unnaopolice @Uppolice #policecodezero #Police #policemedianews",non-hostile
4439,"@PMOIndia afraid
of dumplings, what to eat dumplings of blind devotees.",offensive
4440,"Kovid screening and treatment in government medical system is completely free. The cost of expensive medicines, injections etc. on this is being borne by the State Government: ACS, Medical and Health, Mr. Amit Mohan Prasad

@ShishirGoUP",non-hostile
4441,"Agra: Approval to open shop under new policy, first liquor shop open in mall

#Agra #LiquorShop #UttarPradesh

https://t.co/LaXhm8Hz1g",non-hostile
4442,"Yes brother, now prepare your own papers,

because Amit Bhai Shah's corona report has come negative ... 😀😀😀

Because the papers will have to be shown ...",fake
4443,"How much is explained about love jihad, how many posts are put, how much is requested, still do not understand, now see the result.
Abdul 's love daughters are found in suitcases Abdul comes on social media shayari Are Sonu implicated in the name of Monu","defamation, offensive"
4444,"#KanpurDehat attempted to burn the young man by putting kerosene, the miscreants attempted to kill him in a rage, caught the young man and set fire to his body, the villagers saw the young man saved from fire, the police admitted the young man to the hospital, in the Rasulabad area. Case of Khapremau village. @kanpurdehatpol",non-hostile
4445,"Watch Live: Tribute to Pranab da | #PranabMukherjee
https://t.co/EBsW5lO1lU https://t.co/i8iWs2fuIZ",non-hostile
4446,Tamil Nadu Chief Minister E Palaniswami donated the eye today. During the National Eye Donation Fortnight he decided to donate his eyes. https://t.co/8ZKwO3Y8RL,non-hostile
4447,"#TaalThokKe: hit Sushant with a drop of poison?

Tweet your opinion on
#SushantKaSachKya @AmanChopra_
Watch LIVE - https://t.co/gfUtRWrNnZ https://t.co/Fgv6vEqQLA",non-hostile
4448,"Today marks the first anniversary of practically unraveling Section-370 in Jammu and Kashmir and practically assimilating it to the rest of India, and 493 years later Bhumi Pujan was performed by Prime Minister Narendra Modi for the grand construction of the Ram Janmabhoomi Temple in Ayodhya.",non-hostile
4449,"If the Indian soldiers were killed, all the media was running the news, for
2 days, Chinese soldiers are beating, so why is there silence?
The rest we will tell you.",fake
4450,"This is the reality of Dattatreya Janaudhari Brahmin. 7 Now wake up Hindus, never wake up! """" Ajay Shri Ram🚩 """" Now open eyes, never wake up Hindus wake up Jai Shri Ram",fake
4451,"In this program, the sixth installment of the assistance amount under 'PM-Kisan Yojana' will also be released. Rs 17,000 crore will be transferred to the accounts of 8.5 crore farmers. The scheme is proving to be of great help to farmers during the Kovid-19 epidemic.",non-hostile
4452,"In this election, the Congress (Recognitionist) fielded Deputy Finance Minister Pranab Mukherjee on the Malda Lok Sabha seat of Bengal. Here he was confronted with Dinesh Chandra Vigorous of Marxist Communist Party. In this match, Pranab Mukherjee had to taste the defeat.
https://t.co/GTtXvc7Csr",non-hostile
4453,"Rajya Sabha Secretariat revealed
#RanjanGogoi
(@ashoupadhyay)

https://t.co/QwM8SckWJ5 in a reply sought under RTI filed by India Today",non-hostile
4454,"@ ashutosh83B America has improved Pakistan's rating for travel to Level-3, while India is still among the countries advised not to travel with rating 4. Apart from India, violence affected countries like Syria, Yemen, Iran and Iraq have been included in this list.",hate
4455,"Maruti-Hyundai's vehicle sales up 20-20%, long after
#Maruti #Hyundai #Sale
https://t.co/9ApbckXPlI",non-hostile
4456,"Turkish President Rechep Tayyip Ardoan warned France and Greece.

Story: Team BBC
Voice: Vishal Shukla https://t.co/aVJMsd1iVd",non-hostile
4457,"Waterlogging has been removed from the Minto Bridge. Since this morning, I was in contact with agencies and was monitoring the process of removing water from there.

We are keeping an eye on more such places in Delhi. Wherever water is collected, it is being pumped immediately. https://t.co/psMClLuoxf",non-hostile
4458,"Will Tenth Avatar 'Vi' Deliver Vodafone-Idea!
: //nbt.in/kE76wY/omx via @NavbharatTimes",non-hostile
4459,"All of India's Jayachand must be brainwashed into this video, I don't know what movie scene it is, but it needs a lot of courage to say so! And tell me this film is near the censor board !!",fake
4460,Apologies for 114 years for exhibiting a teenager in a cage https://t.co/zLmpCa3Eo8,non-hostile
4461,"#Pratapgarh
Rape of a teenager sleeping outside the house,
accused taken away by sleeping, family members have given a complaint to the police, the
victim is from Antu police station area. @pratapgarhpol @Uppolice #UPPolice #uppinnews #COVID ー 19 #CoronaUpdatesInIndia #policemedianews",non-hostile
4462,The terror of Christian missionaries and jihadis in Kerala has increased so much that Hindus are losing their right to worship and fulfill their religious rituals ..! This Dalit tribal woman was badly beaten and tore clothes because she was worshiping .. !!,"fake, hate"
4463,"The kind of mental and ideological poison that is filled in the entire volleywood mafia needs to crush the poisonous fun.
Walwood goes on the business of selling and buying drugs and
making fun of our country's culture, faith, faith and the army of a proud India. Should bruise",hate
4464,"If there is any confusion in your mind about the topic trending on #Twitter, then here is the answer to it
#Technology
https://t.co/O4Yq14DuXU",non-hostile
4465,"Wishing Balaram Jayanti to all the countrymen, especially to the peasant brothers and sisters, to wish Halachhath and Dau's birth anniversary. On this special day at 11 am, through video conferencing, I will launch a funding facility of Rs 1 lakh crore under the Agriculture Infrastructure Fund.
https://t.co/3q3tPWk0a4",non-hostile
4466,"In addition to the uniforms of policemen, sticks and poles, helmets, belts can also be disinfected by the DRDO's personnel clean machine. So far, 800 policemen of Delhi have been caught by the virus.

#DRDO
#DelhiPolice

https://t.co/S2qwbY1CTT",non-hostile
4467,"Honest and true politician Pranab da has made his invaluable contribution in taking the country to new heights with his intelligence, hard work and determination.

This country will always remember him for his true loyalty to the motherland and unwavering love.",non-hostile
4468,"Sunni Waqf Board's decision not to make Babri mosque, hospital and community kitchen

#BabriMasjid #Babri_Hospital",fake
4469,"@ajaishukla Hearing the news of heavy Chinese construction going on in the areas of Black Top and Gurung Hill. Is anyone else picking up the same signs? Does the PLA believe that it has no choice but to attack. If yes, it is not going to be beautiful. Indian units are ready for any such incident.",offensive
4470,Watch #DNA LIVE with @sudhirchaudhary https://t.co/01KtomRf8d,non-hostile
4471,"It seems that we had voted in a reality show, not in Delhi elections.
Where a model won and became the Chief Minister of Delhi and now he will continue to advertise on TV all day # KejriwalLiedPeopleDied","hate, offensive"
4472,"The country's oldest DTH company Dish TV has recently pulled out a new offer. However, the benefit of this offer will be available only to those who will take a new connection of DTH.
#DishTV
https://t.co/hdRMt6WEhK",non-hostile
4473,"RT @ShilpiSinghINC: Kagna's office,
BJP 81 seat Shiv Sena 84 coalition ruled BMC has dropped ...
So why oppose Shiv Sena alone? Why BJP…",hate
4474,"India took the first steps to stop the coronavirus problem. There was not a single case of Kovid-19, only when screening started in India.",fake
4475,"NDRF team safely evacuated 2 people stranded in flood in village Khamkheda due to overflowing Betwa river in Raisen

@NDRFHQ
@CollectorRaisen https://t.co/daPF23Y8qM",non-hostile
4476,"Abhijeet, son of former President Pranab Mukherjee, said, ""We will miss him a lot."" I think the main reason behind his death was not the corona but the brain operation. We wanted to take them to West Bengal but could not take them due to the current constraints. https://t.co/lkZrVws3Zk",non-hostile
4477,"The Indian Army has taken back the place
that uncle Nehru had given to China,
this place is so important that
about half of the movement
of the army of China can be detected from here, the Congressmen have
gone into a coma with their tongues. The army
cannot be praised because this is the
real # traitor.",offensive
4478,"Sharley Abdo has created a ruckus by printing controversial cartoons of Prophet Mohammad once more
https://t.co/KdVu37z0dO",non-hostile
4479,"@KanganaTeam bangles made cheaper in two markets,
now eunuchs have come * in the Government of Maharashtra!
.
/
Autopsy",defamation
4480,"Addressing the Conference of Governors on National Education Policy, President Ram Nath Kovind said that the new education policy gives the highest priority to provide basic literacy to all children at primary school level by the year 2025. https://t.co/b8QVguOkmJ",non-hostile
4481,"I am not a spoon, nor a watchman,
but .. I am
a PSU / PSB worker unemployed due to funding",offensive
4482,"Vollywood Dal is the party, here training is given for committing atrocities crimes.","defamation, fake"
4483,Karachi Rain: When Roads Become Diving Pools For Citizens Many such videos of waterlogged roads have been shared on the social media by the people of the capital.,fake
4484,"Modi will be the first PM to snatch the jobs of the largest number of people, who will address the country from Red Fort tomorrow.
@INCIndia",non-hostile
4485,"Respected Modi ji to answer to China .. Congressmen first take care of your G-23 and make a ""code-policy"" to appoint your president !!
Understand ?? https://t.co/fvKP3bR45q",defamation
4486,"* Famous film star had health Naseeruddin Shah Poor *

were * In Hospital Admit *

* ask for their health seeking Naseeruddin Shah prayers * @free_thinker what this news is true",fake
4487,"Ambani became a broker of Adani as
soon as ""Vikas"" came out of Gujarat .","defamation, offensive"
4488,"Voda Idea may increase tariff by 27 per cent, exercise to reduce AGR burden

#Vodafone
#Idea
#AGR

https://t.co/Bq0ZHuTV0p",non-hostile
4489,"In France, a man burnt home in a flurry of flies https://t.co/KyBuMAprp6",non-hostile
4490,"Blow these BSDK Chinese people, these bitches will purify everyone ...

O God, save me, I don't want to be Karan Johar in my youth .. 😔
@ekhivillain
@ BP9595
@KaafirVed https://t.co/rNInElxN0W",offensive
4491,Kannada filmmaker Indrajit Lankesh was questioned by the Central Crime Branch yesterday. CCB reported that they have named some people. He is being questioned about the use of drugs. https://t.co/JcSf9A6Qhq,non-hostile
4492,"Is this news true ???

Pak PM's wife and driver positive ???

Imran Negative ???

4",fake
4493,"How will the economy look ahead this year, SBI said in its report
: https://t.co/IKwFoe5AM1 via @NavbharatTimes",non-hostile
4494,"Ram-Ram to dear farmer sisters and brothers!

Respected Prime Minister Mr. @narendramodi ji will transfer the sixth installment of funds to bank accounts under 'PM-KISAN' today.

This scheme is proving to be extremely helpful in the present difficult circumstances.

You are the backbone of the economy.

#AatmaNirbharKrishi",non-hostile
4495,"Breaking news: In Bihar
's Smart City Patna, the BJP MLA's kick shoe machine was fiercely contested by the public, not the vote, not the road, the controversy was caused due to Netaji's wrong words.",fake
4496,"In 1946, the rulers issued a decree that break the temple which is in the state of Goa, stop the celebration of Hindus and expel the Brahmins from the country. Christian missionaries also had a disgusting mentality behind the burning of Sabari Malai temple in Kerala in 1960 and breaking the idol of God. # StopConversionKilling","hate, offensive"
4497,"@OfficeofJPNadda @narendramodi Stop playing false drums, for the past several months I have been contacting @CMOGuj @vijayrupanibjp @Nitinbhai_Patel for the corona warrior reward of his elder brother, Sala is not answering, there is third class government, even @PMOIndia @narendramodi also contacted but crows are black there too",offensive
4498,"My Assembly had some problems in one area of ​​New Delhi, which was ordered to be corrected immediately. Went to take stock today and found that people were now happy with the supply of electricity.

Electricity is also available in Delhi and 24 hours. https://t.co/PNC2lOZkmB",non-hostile
4499,"The Allahabad High Court has banned the hookah bar in #UttarPradesh.

https://t.co/qnxcBEMYSn",non-hostile
4500,"P.h. Wheat 385849.383 MT, rice 257232.922 M. Under ration cards. Ton and gram 29972.154 m. Ton Chana distributed: ACS, Home & Information, Mr. @AwasthiAwanishK ji

@ShishirGoUP",non-hostile
4501,"Congress Working Committee (CWC) has setback, given Modi the BJP

turned to be president Rahul 6 months,

😂😂","fake, hate"
4502,"RT @ Nehaa7300: ""If you are a Muslim then you are a criminal, and if you are against the BJP then you are a straight terrorist"" ..",hate
4503,"@RajatSharmaLive @MaheshNBhatt Rajat ji you should call this bastard in your show, this country is a malevolent force.","defamation, offensive"
4504,"The country has slowly started unlocking the lockdown, so Deepika Padukone, like some other actors, is also
adopting 'New Normal' #DeepikaPadukone

https://t.co/5O72hKhDmV",non-hostile
4505,"Lodu Chopra is happy as if you will get extra money for super over commentary, bhakka sala daily laborer
.",offensive
4506,"#Breaking
Jammu and Kashmir: An Army JCO (Junior Commissioned Officer) was martyred in Pakistan's ceasefire violation in Kerry sector of Rajouri.

#JammuAndKashmir https://t.co/E6vV0qvy0K",non-hostile
4507,"The third phase of sero survey is being started in Delhi, what will be the benefit?

#IndiaFightsCorona # COVID19
@PIB_India @PrakashJavdekar @shashidigital https://t.co/HD9aCUhVYM",non-hostile
4508,"When Yogi ji became MP for the first time in 1998, people have been defeating him ever since, but Yogi ji has also become MP for 5 consecutive times and is also the Chief Minister since 2017 ..!

This time also people are asking whether the Yogi will not be allowed to become the Chief Minister but ""this dream is also good to entertain the heart""",defamation
4509,"Sushant singh supreme court verdict: Big decision on CBI probe in Sushant Singh Rajput case - Wah wah, there is no Supreme Court, no one will hear on the atrocities corruption rape scams happening in the country, but the first hearing will be in the Sushant Rajput case.","hate, offensive"
4510,"Zakir Naik: Dalits are not Hindus. India has 250–300 million Muslims, they should form political alliances with Dalits. Shias, Sunnis should not fight among themselves, Muslims should go to Kerala in maximum numbers.

Hindu: What about me? I am secular!","fake, offensive"
4511,"Protest is against CAA but the dress code is hijab and burqa. Freedom from patriarchy and humanism will be attained by wearing hijab and burqa. Simply put, this is not a nationwide agitation, but a show of strength and the patience of the Hindus of the country is being tested.","fake, hate"
4512,A large number of people are seen standing with a plate in their hands. A large number of people are seen standing with a plate in their hands.,fake
4513,Chief Minister Shri @myogiadityanath ji inaugurating 300 bedded Kovid-19 Hospital in newly constructed 500 bedded institute in Gorakhpur. https://t.co/QS5c4Jj4ie,non-hostile
4514,The pair remained with the king of Kappu Rani. @KapilMishra_IND https://t.co/0Hnit9LNGG,non-hostile
4515,"The business of the businessman has become fascinated for the common grain of India; the business of the business has ended, with the devotees' sister, BJP MLA Varma, having fun, Radua Lukche wave will be seen in the hands of the country.","hate, offensive"
4516,"Ardoआनan speaks of sacrifice, warns France-Greece - today's big news https://t.co/yDGUjzcuyk",non-hostile
4517,If your vehicle is seen moving around in CCTV camera then action will be taken.,fake
4518,"Muzaffarpur: When the wall became a mother-father in a love affair, the daughter of Kalyugi took this terrifying step together with her lover

Abhishek Kumar's report

https://t.co/YjHgXckO4N",non-hostile
4519,"@ReallySwara, your neighbor's father's name has come, in the bastard antics, now he will be really scared in the country, you are also in line.",offensive
4520,"Photo of Sarfaraz Ahmed going viral during T20 match against England went viral
https://t.co/9foUuqhHr7",non-hostile
4521,"When Modiji entered the conference hall of the UNO, all the people present there stood up and greeted him. There was only one man among them who was hiding and beating his bravado in front of the world. Modi has not left him fit to sit in the world and he has no place to stand in front of Modi. You must have been recognized.",fake
4522,"Union Minister @rsprasad wrote a letter to Facebook CEO Mark Zuckerberg warning about the use of Facebook, but also raising questions on Facebook India's team during the 2019 elections on https://t.co/xE2J3PyPdr",non-hostile
4523,"Mughals:

Akbar, who is having physical relations with real mother, sister and daughter, Akbar for having sexual relations with sister, Shah Jahan for having sexual relations with real daughter, Jahangir having sex with father's begum - this is the history of Mughals","defamation, offensive"
4524,"The blood of a Hindu is red, the blood of a Muslim, tell who is a Hindu, who is a Muslim, the blood of a suvar and the blood of a dog is also red,
when the Shia people cannot become a brother of Sunni, then what will be the fate of a Hindu to
remember the blood of a traitor and a traitor Also red is
Ajay Shri Ram to all friends 🚩 https://t.co/Ht7KPFTkd2","hate, offensive"
4525,"@AshishSinghLIVE This man will believe in rioting in this country before this bastard is punished as soon as possible and there is no such debate in which this Hindu Muslim has not done this, spitting on such journalism India
#arrestArnavgoswami","fake, offensive"
4526,"Jyoti Paswan, who brought her father to his home after riding a bike 1500 km! That brave girl was made a victim of her lust! The government of good governance remains a spectacle. Because the spectacle has not happened in the house of any rich person! Common poor's daughter is a victim",fake
4527,"Delhi government order, do not charge any fees other than tuition fees Private school
https://t.co/kLI41dcAck",non-hostile
4528,Chief Minister Shri @myogiadityanath ji performing terrestrial inspection of International Airport in Kushinagar. https://t.co/5SS1k8Om9A,non-hostile
4529,"Delhi Police

busts an extortion racket allegedly being run from jail @DelhiPolice #Extortion

https://t.co/vwFhVdHcZk",non-hostile
4530,"BPSC Judicial Service Examination: 31st Bihar Judicial Service Competition Exam 2020 deadline extended

#BPSC

https://t.co/5rZNyW6D1d",non-hostile
4531,"Congress formed screening committee for Bihar election, Avinash Pandey to be chairman

#BiharElections #Congress

https://t.co/q9dIZOdWhS",non-hostile
4532,"You can set different wallpapers on WhatsApp Chats: Report
https://t.co/B0DbENdsiJ",non-hostile
4533,"#IndiaFightsCorona

Take care of your mental health. For any kind of psychosocial assistance, call the National Institute of Mental Health and Neurology (NIMHANS) helpline # 080-46110007. Change your behavior, attack Corona.

# TogetherAgainstCovid19 https://t.co/eiY6K9Ih97",non-hostile
4534,"Policy Director of #Facebook India received threat, lodged complaint in Delhi Police's cyber cell
@NeerajGaur_

https://t.co/lRhBYR8oDg",non-hostile
4535,"Indian Railways to run 20 pairs special passenger train for JEE, NEET and NDA candidates in Bihar
#indianrailway
#NEET
#NEETJEE
@PiyushGoyalOffc
@ Indianrailway18
https://t.co/mycPIfN8X4",non-hostile
4536,"Whether you believe it or not, the 2019 Lok Sabha election is absolutely fraud and fraud, in which the by-election in which the opposition wins the election, they lose the election after 6 months, the entire election result has been changed only in India. Transforms","defamation, hate"
4537,"After June 15, the entire lockdown may be again the Home Ministry has given the signal, train and air travel will be decided after the increasing speed of brake corona.",fake
4538,"#NewsAlert: Results of CDS II conducted by Union Public Service Commission declared in September 2019.
#UPSC",non-hostile
4539,"If there is no word ""Hindutva"" in the Congress Dictionary, then ...

why is the word ""Congress"" in the Dictionary of Hindus? Wake up and wipe away",hate
4540,"Skilled manpower is very essential to make India a manufacturing hub: Union Minister, @nitin_gadkari

Mr. Gadkari inaugurates the Technology Center (TC) at Bhiwadi; 15 new TCs to be installed soon: https://t.co/quKriLNlI5

@MORTHIndia @minmsme",non-hostile
4541,"@ppbajpai brother-in-law, if you become a farmer, then what should we become as a boarder?",offensive
4542,People attacked Delhi's office of Zee News for calling Delhi's people free and traitors. Have you heard this right?,fake
4543,"I am a BJP supporter, but the way the government is sleeping in our state Gujarat, it will be more necessary for them to wake up from sleep. Most of the #road in Gujarat state is so useless that cheating you in monsoon is like chewing iron gram.
# ભાંગીનાખ્યા
@vijayrupanibjp

@CRPaatil",fake
4544,"First of all, I congratulate you and your team for your contribution to the Hindu nation. You and your team have worked with honesty and hard work, laying the foundation for the construction of Ram temple. Hindus will always be grateful to you for that.

I also congratulate you and your team for the 2022 elections. Thank you for your unprecedented contribution in this important time. I am also sending 50 crore rupees for early construction of Ram temple.",fake
4545,"These top feature phones do not compete, give competition to smartphones!
#featurephone #technews
https://t.co/JWglrlqLV4",non-hostile
4546,"On her 43rd birthday, #SachinPilot said that it could not be better for me on the birthday that all of you guys in the #Coronavirus crisis did a noble job and set up a blood donation camp

https://t.co/6ErcjiHxt6",non-hostile
4547,Health rate of Kovid patients is around 77 percent https://t.co/a67W5CYNdG,non-hostile
4548,"Schools can open from September 1, the government is planning a plan, this is complete planning",fake
4549,"Bihar: Political mobilization started to challenge NDA, Left parties also

report on

Mahagathbandhan: @ kumarprakash4u #Bihar #NDA #Election #RJD

https://t.co/hwT71A1aVo",non-hostile
4550,"Under the leadership of Chief Minister Yogi Adityanath, Uttar Pradesh is ready to capture the new
momentum of development - @myogiadityanath @AwasthiAwanishK @ShishirGoUP @MrityunjayUP @Chandramohanbjp @upeidaofficial

https://t.co/JLVmMYfQOk",non-hostile
4551,This is what happens when a man of two pieces becomes a king.,fake
4552,Rahul Gandhi should be declared a national idiot.,hate
4553,"You can write to me, the country's economy will be ruined and the country's economy will not be able to manage it. It has robbed 80% of India's citizens, ie 100 crores, to be a pauper, put all this money in Adani Ambani's bag Capacity is not near 100 crores",hate
4554,Donald Trump laments that India has lost a great leader #DonaldTrump #US #USPresident #PranabMukherjee https://t.co/ds9I9vgI1s,non-hostile
4555,"In the ongoing fight against Corona, he interacted with Navodaya Times on other political issues of the country including the hard work and commitment of 2 crore people of Delhi. https://t.co/99dQJ6jLiP",non-hostile
4556,"This will be our grand Ram temple.
Model view of the grand Ram temple in Ayodhya.",fake
4557,"#BREAKING | Drugs case: NCB's team will interrogate Riya Chakraborty tomorrow.

Watch Republic India on #LIVE: https://t.co/G945HvzM0Z

YouTube live TV:
https://t.co/P8bk9R5TiX https://t.co/ 9QIh7dG30s",non-hostile
4558,"Rabri Devi is busy trying to end 'cold war' between two brothers in Lalu family

https://t.co/OrF7k51NsN https://t.co/N8f2uNkU0T",non-hostile
4559,"When India, China see red eye,
why does Congress think red pepper?",fake
4560,"Prime Minister @narendramodi paid his last respects to former President #PranabMukherjee and paid homage to

#PranabDa https://t.co/eBfzdn7YlA",non-hostile
4561,"""As a child I really thought they would listen to me. I feel the same today"", Hrithik Roshan
#Bollywood #HrithikRoshan # GaneshaChaturthi2020
https://t.co/q8d7TInp3p",non-hostile
4562,"The Indian Army captured the Colonel of China and when returned, also returned the bodies of 17 Chinese soldiers whose necks were broken.

But the truth is felt only by those who speak their mind. Who himself does not know what he says",offensive
4563,"SleeperCell #Salim was caught. These people work in people's homes and also run # theft_dark_killing in the same houses to run religious organizations.
# Cheap_
Jihadis",fake
4564,"Modi ji deposited his FD which was sold by selling tea by pie-2 tax for the marriage of poor children, broke it and deposited 2.5 lakh rupees in the #PMCaresFund, will we still ask him unnecessary questions like GDP ?? srry mango suck",hate
4565,"We are sitting here .. on WhatsApp and Facebook .. * making fun of * Corona virus * 🤔 .. If you want to see the real havoc of Corona .. Watch this video from China नहीं Not once, twice No, watch 3 times very carefully 👇👇 to catch the people trapped in the grip of this epidemic .. how many problems the police administration has to face there. 👇👇 Watching this video will make your heart too 👇👇",fake
4566,"Personal employee's grief.

If the salary is correct,
relatives do not respect,
tell more , they ask for a loan,

now do not understand whether to save
money or money 🤔

@ Nehaa7300",defamation
4567,"The deputy director of the Reserve Bank of India's currency printing unit was caught by the Central Industrial Security Force (CISF) carrying stolen notes in shoes and Rs 10,000 crore (10,000 crore) was recovered from his house.",fake
4568,"Wheat, millet gram, maize used to grind in the backward family's house. When there was a slight loss of weight, there was beating. There was no hand pump at that time to send water for washing clothes. The caste mates used to clean the dishes in his house",hate
4569,"Have you heard that Nasiruddin Shah has also deteriorated, is hospitalized ..? @nageenshekhawat @RubikaLiyaquat @Real_Sweta @RealUpdeshRana @Real_Sadhna @Sanchitastic @ monalithakur03 @ 022puneet @MODIFiedHarish @ Asking1Chatterj @ekhivillain @Hema_h_raval @Kanaljeshjeshjeshjesh",fake
4570,"The sadness of Maa Sharade, the goddess of Indian classical music, Padma Vibhushan Pt. Jasraj ji's death is sad.

You have established Indian classical music on the global horizon by practicing lifelong vocals.
Pray to God to place his soul at his Shri feet.

ॐ Peace!",non-hostile
4571,"# District Magistrate of Lucknow in Uttar Pradesh, Abhishek Prakash has said that all measures have been taken to follow the rule of maintaining social distance keeping in view the joint entrance examination and national eligibility and entrance examination. #JEE #NEET",non-hostile
4572,"While doing justice Yogi never saw caste and religion, whose crime was punished like that !!",offensive
4573,"Defense Minister Rajnath Singh, External Affairs Minister S Jaishankar, NSA Ajit Doval, CDS Bipin Rawat, Army Chief General Narwane are holding a high-level meeting to discuss the ongoing tension with China in Ladakh. https://t.co/sWWu6MWsLf",non-hostile
4574,"Sexual abuse in madrasa, 52 female clerics arrested, rescued.",fake
4575,"This is tomorrow's event. A Muslim masked woman was going with her child on the side of the road in Rasra area of ​​Ballia district in UP, an auto driver from behind deliberately takes the car to the side and pushes it on the masked woman and her baby girl, both of whom Let's break it.",fake
4576,"RT @ Poojameena110: Pig eggs, black cave yields do not follow
me, keep a proper distance from me or else backward red with a stick…",offensive
4577,"Riya Chakraborty
lodges complaint against media, lawyer bids on ED summons #ReportForSSR #RheaChakraborty
https://t.co/tPufiGRjcL",non-hostile
4578,"#IndiaFightsCorona:

बचाव Prevent #Covid19 at workplaces साफ

Clean surfaces and objects daily with disinfectants
बढ़ावा Promote hand washing by employees and visitors regularly ↗️ Put
dispensers for hand sanitizing at work places and places

#StaySafe #IndiaWillWin https : //t.co/TcOScnG2Ou",non-hostile
4579,"Police took the goat roaming on the road without a mask during the lockdown. Police took the
goat after questioning the owner and released something. Uppolice is the goat ahead in earning and does not understand any difference in humans @dgpup
@HomeDepttUP
@CommissionerKnp
@igrangekanpur
@adgzonekanpur
incident Bekganj police station area",fake
4580,"RT @Khushi_new: Young friends, Kangana's color faded in front of you on social media yesterday.
Your trend # 9 at 9 minutes became a world trend.",hate
4581,"Mayawati is directly supporting BJP in Rajasthan, those BJP who persecute Dalit and their atrocity is so big that even in Ram temple silanas, President Ramnath Kovind ji was not invited
because he is a Dalit
100 crore installment in Behenji's house access went
@RahulGandhi","defamation, hate"
4582,"Wake up Hindu wake 30A remove | When Muslims are not forbidden to teach Islam, why Hindus are forbidden from Gita and Ramayana? Finish 30A why ban on Hindus. Make a country a law.","fake, hate"
4583,"RT @ Komal_433: Why Yogi ji bought 2800 Corona kit for 15800 ????
# Yogi_ka_Korona_ghotala
@ShilpiSinghINC",defamation
4584,Corona virus: how different India's current economic situation since 1991 https://t.co/x9LDnLkEX4,non-hostile
4585,"Fodder Scam: Jharkhand HC granted bail to Lalu Yadav in Deoghar treasury case

https://t.co/EOLrhvZFCn

. @ Laluprasadrjd https://t.co/HYy8gzs7vc",non-hostile
4586,@MohdZohaKhanINC @adgzonemeerut @meerutpolice - Please take necessary action by taking cognizance.,non-hostile
4587,"Due to Corona virus, 'Army recruitment rally will be held next year'.",fake
4588,"Yesterday one of our Congress friends was ""buying potatoes""

I also asked ""Did the machine come? Did you feel bad that you said something bad in the bag?""",hate
4589,"RT @ ShehlaRashid222: If you are a Muslim you are a criminal, you are finished!
# DelhiRiots2020
#StandWithUmarKhalid",hate
4590,"@pn_alka: Now how many people want Section 30A should be removed
so that texts like Geeta Ramayana can be taught in schools.
🙏🙏🚩
Jai Jai Shriram
@ Brijen…",offensive
4591,Imran Khan mimicked the tree plantation drive of Prime Minister Shri Modi in Pakistan but his followers uprooted the trees because they think that plantation is against Islam '.,fake
4592,"According to me it is wrong Happy person raising one hand

why lion is sitting in any place, where does he go to the ""throne"" as we are sitting now,

for this he will have to say ""vacate Gadhaasan"" and install donkey ""Janatasana"" which is a part of democracy. It seems only on the stanza that

anyone can interrupt me,
why
I believe it may not be for everyone","defamation, offensive"
4593,"These are the four Bollywood girls who were

feeling ashamed to be Hindus on the #Kathua rape scandal, now
get out where they died on the rape case of #Twinkle_Sharma #JusticeForTwinkleSharma
#JusticeForGudiya","hate, offensive"
